,FID,OBJECTID,NameInt,Seg_ID_Sco,Seg_Bk_Sco,Seg_LL_Sco,Seg_Wd_Sco,Ones,Twos,Threes,Pop2015,GridNormSc,CSScore,Shape_Leng,Shape_Area,GridScore,Shape__Area,Shape__Length
374,375,374,257,0,0,1,0,21,1,0,4836.55661494,1.6393442622999999,0.057692307448199996,3090.24231726,444898.52167399996,1,2.9744762676e-05,0.025136926916424
375,376,375,147,0,0,2,0,1,2,0,703.3631590069999,3.2786885245899997,0.115384614896,923.12376026,51147.56590369999,1,3.4199923360000004e-06,0.007622561714593001
376,377,376,453,0,5,0,0,20,5,0,4036.3167291,8.19672131148,0.288461537241,3926.30331043,871640.409357,1,5.8278020858e-05,0.032230053649515
377,378,377,1483,0,1,1,0,44,2,0,7265.87556986,3.2786885245899997,0.115384614896,8264.28729017,1856630.50351,1,0.000124273280715,0.07045240041576101
378,379,378,261,0,4,5,0,30,8,0,4456.37387487,13.114754098399999,0.461538459586,2354.4657365,317274.93124,1,2.1211765276e-05,0.019334360751483003
379,380,379,1989,0,1,0,0,27,1,0,1287.50359651,1.6393442622999999,0.057692307448199996,5662.90539062,1571974.92035,1,0.000104887403175,0.04612037560098901
380,381,380,266,0,4,3,0,5,6,0,3980.80287926,9.83606557377,0.346153844689,1798.80110062,201888.838426,1,1.3498084373e-05,0.014780060727313998
381,382,381,1207,0,4,0,0,25,4,0,2946.14979578,6.557377049179999,0.230769229793,3239.0015448000004,552994.8216,1,3.6996048639e-05,0.025624970935032
382,383,382,1486,0,0,2,0,17,2,0,13.608966031500001,3.2786885245899997,0.115384614896,6040.93589453,1031571.07216,1,6.9049018939e-05,0.050801000230249
383,384,383,456,0,6,0,0,22,6,0,3977.88634219,9.83606557377,0.346153844689,2800.83706462,409192.600463,1,2.7359213911999994e-05,0.023474959807477002
384,385,384,269,0,0,6,0,25,6,0,3635.64494756,9.83606557377,0.346153844689,2904.95712848,445695.23661,1,2.9799603809e-05,0.024668592966775
385,386,385,271,0,10,10,0,6,13,0,2865.88577762,21.3114754098,0.7499999968269999,2205.99401141,261323.2611,1,1.7471844695999998e-05,0.018117373308526
386,387,386,457,1,4,0,0,37,3,1,4596.12986569,6.557377049179999,0.230769229793,2938.56179361,470011.884735,1,3.1426892931999995e-05,0.024542483665875
387,388,387,1488,0,5,7,0,32,9,0,3833.99332439,14.754098360699999,0.5192307670340001,5616.9284149,1521568.51746,1,0.00010185088742899999,0.044577357453341
388,389,388,1208,1,5,0,0,4,5,1,3686.20396658,9.83606557377,0.346153844689,3144.99887867,533185.9792899999,1,3.5670717693e-05,0.024941485996014
389,390,389,275,0,2,6,0,12,8,0,3324.72109066,13.114754098399999,0.461538459586,2378.7462102,338450.21271,1,2.2629128431999996e-05,0.019787816053547
390,391,390,1543,0,3,1,0,33,3,0,6365.4041234,4.9180327868900005,0.173076922345,3897.05425003,949183.76764,1,6.337496076300001e-05,0.031979187752362005
391,392,391,1489,4,6,18,1,39,18,4,3187.04965125,36.0655737705,1.26923076386,3807.78797075,906162.266993,2,6.0659410106000005e-05,0.031281548034499
392,393,392,279,0,3,2,0,26,5,0,2286.68614734,8.19672131148,0.288461537241,2431.7751826,342600.378252,1,2.2907298139000005e-05,0.020524144976711997
393,394,393,1991,0,5,8,0,2,10,0,3202.81283553,16.393442623,0.576923074482,2959.81780856,535430.342894,1,3.5728380904e-05,0.024230564442473998
394,395,394,459,0,5,0,1,23,6,0,4201.03663263,9.83606557377,0.346153844689,3487.39884522,712653.861059,1,4.7651817651e-05,0.028141819880439997
395,396,395,148,0,0,4,0,10,4,0,935.80729637,6.557377049179999,0.230769229793,1550.29290344,120829.72712000001,1,8.079459906e-06,0.012658081943316999
396,397,396,461,1,5,2,0,20,6,1,1020.99020203,11.475409836099999,0.40384615213799996,3290.20371221,654240.7736600001,1,4.374614486300001e-05,0.027278981183813
397,398,397,581,0,1,1,0,94,2,0,3063.79317222,3.2786885245899997,0.115384614896,6433.04603791,2626469.5263799997,1,0.000176280925092,0.054381638372532994
398,399,398,281,0,3,4,0,7,6,0,2833.34810438,9.83606557377,0.346153844689,2001.58310815,220716.110909,1,1.4757543802999999e-05,0.016260636615511997
399,400,399,1545,0,4,0,0,47,4,0,6268.41427571,6.557377049179999,0.230769229793,5855.06090843,1902451.7331299998,1,0.00012702806857499998,0.046539016329626
400,401,400,1209,1,3,0,0,10,2,1,1412.21000133,4.9180327868900005,0.173076922345,2583.17405464,220735.37255,1,1.4767453262e-05,0.019897991405823996
401,402,401,1546,0,2,0,0,30,2,0,2629.67961274,3.2786885245899997,0.115384614896,4869.29262018,1029490.51204,1,6.874097137299999e-05,0.038359781049562
402,403,402,285,0,4,2,0,5,5,0,2594.70826973,8.19672131148,0.288461537241,2096.42525707,263931.367404,1,1.7647429963e-05,0.017340567370749
403,404,403,463,0,3,1,0,26,4,0,2287.77025567,6.557377049179999,0.230769229793,2797.3193343000003,435391.9424,1,2.9112314636000002e-05,0.022495446442524
404,405,404,1993,0,1,2,0,24,2,0,4398.03368264,3.2786885245899997,0.115384614896,3742.58639815,835267.2978,1,5.5736373163999995e-05,0.030663623714244997
405,406,405,583,0,2,1,0,62,3,0,2677.20287385,4.9180327868900005,0.173076922345,7409.81101682,2161488.77857,1,0.00014507930382799997,0.061620495652073
406,407,406,1547,0,3,1,0,9,4,0,1325.57816366,6.557377049179999,0.230769229793,5188.11676351,872538.1290399999,1,5.8258837658999995e-05,0.040897479718387
407,408,407,289,1,2,1,0,6,2,1,2230.62128484,4.9180327868900005,0.173076922345,2017.92920074,245786.80051399997,1,1.6434567507e-05,0.016743913916450002
408,409,408,1994,0,7,5,0,13,9,0,4479.77638379,14.754098360699999,0.5192307670340001,6003.33926532,808685.89389,1,5.3962339578e-05,0.050388649586635
409,410,409,464,0,2,1,0,18,3,0,4064.6485011,4.9180327868900005,0.173076922345,2821.12760327,441667.01243299997,1,2.9532409715e-05,0.022828048280342003
410,411,410,1211,0,10,4,1,36,11,0,5147.63215431,18.0327868852,0.63461538193,6565.31621242,1898113.79272,1,0.000126997098428,0.055964139429657
411,412,411,1548,0,7,0,0,27,7,0,4104.08609585,11.475409836099999,0.40384615213799996,4859.90847748,947678.41816,1,6.327579705100001e-05,0.042144067618517
412,413,412,291,0,2,0,0,22,2,0,2311.26423931,3.2786885245899997,0.115384614896,2497.12205472,266318.09999,1,1.7807752893e-05,0.019652321984805002
413,414,413,1213,2,13,6,11,81,23,2,4214.47896001,40.983606557399995,1.44230768621,4390.19607143,1110007.14696,2,7.426732984899999e-05,0.037012244682289
414,415,414,1995,0,4,5,0,2,7,0,3148.05230137,11.475409836099999,0.40384615213799996,2890.41383127,514648.59041099995,1,3.4342945038e-05,0.023699842212742
415,416,415,465,0,1,0,0,14,1,0,2929.11877178,1.6393442622999999,0.057692307448199996,2562.6832475,382888.80704,1,2.5605372341999995e-05,0.021375275057689998
416,417,416,1549,0,8,6,0,60,10,0,4921.39695134,16.393442623,0.576923074482,7080.94199628,1529257.15228,1,0.000102103813797,0.060676346255245005
417,418,417,585,0,5,1,0,168,6,0,7942.55745302,9.83606557377,0.346153844689,5215.22974566,1605365.44144,1,0.000107747738278,0.043973107068600005
418,419,418,466,1,5,2,1,31,7,1,3577.36356076,13.114754098399999,0.461538459586,2806.93993269,439595.428833,1,2.9394208236999997e-05,0.023513500019952
419,420,419,467,1,4,1,0,26,4,1,5120.2269674,8.19672131148,0.288461537241,4011.18262131,941183.7063200001,1,6.2937316944e-05,0.033129427328019
420,421,420,1497,0,0,2,0,5,2,0,32.0808946242,3.2786885245899997,0.115384614896,3249.66941561,596023.162382,1,3.9901146443e-05,0.027146785983928
421,422,421,468,0,5,0,0,26,5,0,3259.90375103,8.19672131148,0.288461537241,3757.90482044,881598.7671200001,1,5.8952886929e-05,0.030943621091929
422,423,422,1218,1,6,2,1,18,7,1,4935.09189934,13.114754098399999,0.461538459586,3716.60517481,836492.4345699999,1,5.5967116721999993e-05,0.03069425924214
423,424,423,301,0,0,1,0,37,1,0,1171.14210214,1.6393442622999999,0.057692307448199996,3734.59476072,379101.27254499996,1,2.5352216554e-05,0.032766986550669
424,425,424,1498,0,0,1,0,1,1,0,0.283727893865,1.6393442622999999,0.057692307448199996,3682.97803019,812942.77238,1,5.4426451361e-05,0.030401631337918997
425,426,425,587,0,1,0,1,96,2,0,4134.18833962,3.2786885245899997,0.115384614896,5708.4814433,1233181.43791,1,8.277798016500001e-05,0.04427792825119
426,427,426,1555,0,6,3,0,48,8,0,7622.94569856,13.114754098399999,0.461538459586,5317.79053831,1574896.89011,1,0.000105164418332,0.043161939784083
427,428,427,1557,0,5,2,0,50,7,0,6580.57210314,11.475409836099999,0.40384615213799996,4889.45106274,1452357.11186,1,9.6981343005e-05,0.039142985766893
428,429,428,303,1,0,1,0,22,0,1,472.70768496,1.6393442622999999,0.057692307448199996,2089.12218602,175962.052005,1,1.1767385613e-05,0.018120722762757
429,430,429,469,0,3,0,0,26,3,0,2688.94091311,4.9180327868900005,0.173076922345,4338.63180683,662198.802532,1,4.4283826271999995e-05,0.034268349798978
430,431,430,1999,0,9,0,0,28,9,0,6483.88430378,14.754098360699999,0.5192307670340001,6130.96934431,1763214.6923099998,1,0.000117660822898,0.04953983342377599
431,432,431,1559,1,2,0,0,35,2,1,2789.08496497,4.9180327868900005,0.173076922345,5414.16017222,1466073.94809,1,9.789862900700001e-05,0.043914678157981
432,433,432,305,0,3,0,0,19,3,0,731.405595232,4.9180327868900005,0.173076922345,2680.24995048,278367.10498,1,1.8615635377e-05,0.02333905332131
433,434,433,471,0,0,2,0,34,2,0,367.428820665,3.2786885245899997,0.115384614896,5078.101170100001,1229519.80599,1,8.22214524e-05,0.040269920953037996
434,435,434,2001,1,5,0,0,15,4,1,3801.89343036,8.19672131148,0.288461537241,3997.93711586,998277.01784,1,6.6722736967e-05,0.032899806744402
435,436,435,308,0,6,0,0,16,6,0,3561.33470963,9.83606557377,0.346153844689,3089.0951143,548784.126286,1,3.6699151176e-05,0.025188811835946
436,437,436,1562,0,1,0,0,31,1,0,3224.05536523,1.6393442622999999,0.057692307448199996,5316.97735796,1491332.74921,1,9.959102398899998e-05,0.045421264264076
437,438,437,2002,0,1,4,0,9,4,0,4309.65195664,6.557377049179999,0.230769229793,2924.72113912,474506.55183,1,3.1715014823e-05,0.023260555048487997
438,439,438,1565,0,1,0,0,20,1,0,1201.49274839,1.6393442622999999,0.057692307448199996,3704.4031045999996,600029.13963,1,4.0071686668000004e-05,0.030430128633521
439,440,439,2004,0,3,6,0,7,9,0,4169.53775665,14.754098360699999,0.5192307670340001,2981.38104134,501797.22435,1,3.3539060272e-05,0.023767590465707998
440,441,440,1566,0,2,0,0,26,2,0,2733.01359286,3.2786885245899997,0.115384614896,4168.34606212,841405.818584,1,5.619128187899999e-05,0.034914074294637
441,442,441,311,0,1,3,0,53,4,0,5694.58333819,6.557377049179999,0.230769229793,5302.94279637,1393623.82981,1,9.320282996200001e-05,0.045137882887775004
442,443,442,312,0,2,1,0,20,3,0,5488.57726652,4.9180327868900005,0.173076922345,3687.80985901,777025.368121,1,5.1965882371000005e-05,0.030314325749245
443,444,443,1567,0,2,1,0,20,3,0,1472.44946307,4.9180327868900005,0.173076922345,3487.42103315,461246.61221000005,1,3.0803815482e-05,0.027462254913717996
444,445,444,313,0,3,0,1,20,4,0,1744.73294233,6.557377049179999,0.230769229793,2378.28529007,318867.32368000003,1,2.1324140241e-05,0.019600615454122
445,446,445,2005,0,3,3,0,8,4,0,5812.62593863,6.557377049179999,0.230769229793,2867.78732749,446115.38230399997,1,2.9817397563999997e-05,0.022746085389380003
446,447,446,1569,0,0,1,0,54,1,0,2471.05580682,1.6393442622999999,0.057692307448199996,6152.08027737,2212212.5123099997,1,0.00014774060172400002,0.050859864421702
447,448,447,314,0,6,0,1,34,7,0,5908.06120608,11.475409836099999,0.40384615213799996,4258.61624149,1054550.21737,1,7.052305054699999e-05,0.03573436778173
448,449,448,156,0,0,1,0,4,1,0,1462.34738765,1.6393442622999999,0.057692307448199996,1041.24055741,66912.9171747,1,4.474234554e-06,0.008592201827097
449,450,449,1232,0,4,0,0,32,4,0,4154.51094452,6.557377049179999,0.230769229793,5452.10618292,1083791.4691299999,1,7.2517486322e-05,0.047486854125636
450,451,450,315,0,2,1,2,16,5,0,3404.40702084,8.19672131148,0.288461537241,3584.32817346,807440.12093,1,5.399684149399999e-05,0.029664530100122002
451,452,451,316,0,2,0,0,8,2,0,3684.3609243,3.2786885245899997,0.115384614896,3127.96198107,575990.172978,1,3.8518390019000006e-05,0.026271095085076
452,453,452,317,0,5,2,0,9,7,0,3907.37459566,11.475409836099999,0.40384615213799996,3085.76011491,555471.91759,1,3.7146286590999996e-05,0.025957621795049998
453,454,453,2011,0,1,1,0,29,1,0,4786.85143911,1.6393442622999999,0.057692307448199996,4823.29773102,1331377.7589,1,8.8994251506e-05,0.040400115670557
454,455,454,1583,0,3,0,0,45,3,0,3971.43205356,4.9180327868900005,0.173076922345,6136.19309048,1783108.05198,1,0.00011908739499,0.051369220290199004
455,456,455,1585,0,1,1,0,27,2,0,4796.64987096,3.2786885245899997,0.115384614896,5481.85777047,1045026.06295,1,6.9795327354e-05,0.04553849847058
456,457,456,319,0,3,0,0,21,3,0,3072.96079738,4.9180327868900005,0.173076922345,3281.21776779,513927.681722,1,3.436940679300001e-05,0.026314466019122996
457,458,457,321,1,1,1,0,29,1,1,2000.45328872,3.2786885245899997,0.115384614896,6110.18075485,1359074.19315,1,9.0897701914e-05,0.053257908495071
458,459,458,325,0,4,4,2,8,8,0,3097.72834283,13.114754098399999,0.461538459586,2763.4040888,446859.35208999994,1,2.9884483261999998e-05,0.023011084123266003
459,460,459,326,0,9,12,0,18,16,0,4157.45284414,26.2295081967,0.923076919172,3875.17317923,704127.72794,1,4.708960096e-05,0.033319596902311996
460,461,460,615,0,1,0,0,73,1,0,1674.42116327,1.6393442622999999,0.057692307448199996,15914.771588299998,6391877.32941,1,0.000426983429885,0.13097426892264
461,462,461,1588,0,2,0,0,15,2,0,366.45111730699995,3.2786885245899997,0.115384614896,5484.76266653,674107.45912,1,4.502579191100001e-05,0.043301554551857004
462,463,462,327,0,3,0,0,8,3,0,3725.18005075,4.9180327868900005,0.173076922345,2139.37180427,294875.33067199995,1,1.9720337231e-05,0.017535588950014
463,464,463,1233,2,4,9,0,45,9,2,2318.07602632,18.0327868852,0.63461538193,4491.64016145,1135553.67973,1,7.5981841406e-05,0.037935156273974
464,465,464,328,0,4,0,0,18,4,0,5152.84821845,6.557377049179999,0.230769229793,3543.69679961,711460.937947,1,4.758241478399999e-05,0.028595115993204
465,466,465,2013,0,1,0,0,8,1,0,3391.44957982,1.6393442622999999,0.057692307448199996,2764.16152765,395290.400289,1,2.6422639926999996e-05,0.021815008086720003
466,467,466,473,1,5,1,0,31,5,1,3543.16249087,9.83606557377,0.346153844689,3985.69238759,771408.36918,1,5.1585553604e-05,0.031582033928888
467,468,467,331,0,5,0,0,28,5,0,3435.71191451,8.19672131148,0.288461537241,4230.84906783,918621.0734299999,1,6.1436084399e-05,0.034927417004894996
468,469,468,1591,0,2,0,0,99,2,0,3044.65294899,3.2786885245899997,0.115384614896,15227.1612438,7767186.86581,1,0.000518818786137,0.12475661349180801
469,470,469,477,0,4,3,1,54,7,0,3839.02904263,11.475409836099999,0.40384615213799996,4141.71397496,1078965.54978,1,7.2156309927e-05,0.034092895112047
470,471,470,2014,0,2,0,0,16,2,0,3812.03114365,3.2786885245899997,0.115384614896,3093.06375894,556416.01596,1,3.719284973e-05,0.024771949683593995
471,472,471,1235,0,2,5,0,17,6,0,3867.64311291,9.83606557377,0.346153844689,3523.5859011,767669.09032,1,5.1366072118000003e-05,0.029228677601141003
472,473,472,332,0,1,0,0,25,1,0,2848.55707635,1.6393442622999999,0.057692307448199996,3382.66414132,656790.729819,1,4.392543117600001e-05,0.02687774758717
473,474,473,478,0,5,1,0,62,6,0,4476.05145261,9.83606557377,0.346153844689,4256.70525816,1125636.0571899998,1,7.528063366e-05,0.035190962516945
474,475,474,333,2,2,1,0,32,3,2,2975.28361133,8.19672131148,0.288461537241,3778.91151396,775625.26048,1,5.1873003447e-05,0.029988749785166
475,476,475,622,0,1,0,0,144,1,0,4480.22899113,1.6393442622999999,0.057692307448199996,14884.505114500002,8840578.98285,1,0.00059064332971,0.122941457608335
476,477,476,334,0,6,3,1,30,9,0,3138.83017762,14.754098360699999,0.5192307670340001,4131.86642082,948658.6047,1,6.344610395599999e-05,0.032908602524154
477,478,477,479,1,5,1,0,39,5,1,2719.32229293,9.83606557377,0.346153844689,3573.82734341,762276.453924,1,5.0981887772999996e-05,0.028934479364726002
478,479,478,2015,0,2,0,0,16,2,0,6967.74207159,3.2786885245899997,0.115384614896,2892.78087311,462141.6006,1,3.0890516755e-05,0.024516478718597
479,480,479,483,0,0,1,0,4,1,0,17.641276788699997,1.6393442622999999,0.057692307448199996,1154.81438242,73729.0322673,1,4.930752408e-06,0.009234505135816
480,481,480,644,0,4,0,0,11,4,0,5975.69138643,6.557377049179999,0.230769229793,3142.3954331,523458.833196,1,3.498012772999999e-05,0.026747419143782997
481,482,481,1259,3,11,12,7,62,24,3,6321.29765136,44.262295082,1.5576923011000001,4917.41097843,1451201.00292,2,9.711963821200002e-05,0.041161650903118
482,483,482,2036,0,3,1,0,6,4,0,3631.31892728,6.557377049179999,0.230769229793,1924.98855466,227787.062675,1,1.5228421125e-05,0.015618998909668001
483,484,483,645,1,3,1,0,41,4,1,6558.24009223,8.19672131148,0.288461537241,5224.12757746,1067778.28061,1,7.1350619605e-05,0.041243778328986
484,485,484,1663,0,9,0,0,37,9,0,4779.66851292,14.754098360699999,0.5192307670340001,7600.34659864,3316454.06223,1,0.00022124697045400004,0.06345800321400401
485,486,485,1343,0,2,2,0,23,3,0,5560.16655631,4.9180327868900005,0.173076922345,4133.73963673,794374.1886229999,1,5.313702770800001e-05,0.034695079329879995
486,487,486,2103,1,5,1,0,69,6,1,3568.9812996,11.475409836099999,0.40384615213799996,8629.61197834,3088472.03873,1,0.000206070202955,0.07105487445967701
487,488,487,732,0,1,1,0,18,2,0,2707.6114485,3.2786885245899997,0.115384614896,3760.90695687,863506.4282600001,1,5.7724030470999996e-05,0.031249901013047997
488,489,488,1664,2,4,5,0,8,6,2,481.44865694099997,13.114754098399999,0.461538459586,9250.86447103,4561264.60611,1,0.000304277135011,0.075840779457375
489,490,489,1779,0,5,3,0,31,8,0,2536.73577863,13.114754098399999,0.461538459586,6658.97374193,1693975.7664,1,0.000113006069047,0.053744127137906
490,491,490,1781,0,8,2,0,40,10,0,5831.83210473,16.393442623,0.576923074482,7965.52699404,3228718.35836,1,0.00021540900190599997,0.06701171712597499
491,492,491,1782,0,1,2,0,29,2,0,1026.56621806,3.2786885245899997,0.115384614896,5521.3298599,1531248.88252,1,0.00010216197175900001,0.046996910846276
492,493,492,1787,0,5,0,0,27,5,0,3585.17818522,8.19672131148,0.288461537241,7497.37210088,1495292.70185,1,9.975595155600002e-05,0.05826680471864
493,494,493,758,0,6,0,0,24,6,0,5066.27209298,9.83606557377,0.346153844689,4320.56727763,1146935.88895,1,7.668397126700001e-05,0.035869818022036
494,495,494,759,0,4,0,0,7,4,0,4753.31685983,6.557377049179999,0.230769229793,3291.39405587,546348.635091,1,3.6529832069e-05,0.027714089477892
495,496,495,762,0,4,1,0,32,4,0,4087.63775193,6.557377049179999,0.230769229793,4316.05574527,1137863.9357399999,1,7.608082542899999e-05,0.035156469176546
496,497,496,763,0,1,0,0,24,1,0,3123.0287860999997,1.6393442622999999,0.057692307448199996,3888.08847179,892463.78134,1,5.9673602965e-05,0.031807702739325004
497,498,497,764,0,2,1,0,26,2,0,2948.6755789999997,3.2786885245899997,0.115384614896,3516.78124293,603454.635876,1,4.0349525037e-05,0.029812228088702996
498,499,498,765,0,10,9,0,36,16,0,4581.37465205,26.2295081967,0.923076919172,5515.29991532,1360792.8237,1,9.098494677799999e-05,0.046736848184707
499,500,499,766,0,1,3,0,6,4,0,617.437106899,6.557377049179999,0.230769229793,2199.4509691,261147.221748,1,1.7461370834e-05,0.018690648740946
